street,city,neighborhood,address_area,address_neighborhood
לוי אשכול,נהריה,בן גוריון,,
רותם,נהריה,עין שרה,,
איריס,נהריה,עין שרה,,
טרומפלדור,נהריה,טרומפלדור,עכו - נהריה והסביבה,טרומפלדור
עגנון,נהריה,עיר דרום,,
השקד,נהריה,עין שרה,עכו - נהריה והסביבה,עין שרה
וייסבורג,נהריה,קרית עשור,עכו - נהריה והסביבה,קרית עשור
וולפסון,נהריה,עמידר,עכו - נהריה והסביבה,עמידר
הדבורנית,נהריה,עין שרה,עכו - נהריה והסביבה,עין שרה
יפה נוף,נהריה,אוסישקין,,
אלי כהן,נהריה,עמידר,,
הגלעד,נהריה,קרית עשור,,
המלך שאול,נהריה,אוסישקין,,
ארלוזורוב,נהריה,עמידר,עכו - נהריה והסביבה,עמידר
המייסדים,נהריה,עיר צפון,עכו - נהריה והסביבה,עיר צפון
נחל גרופית,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
הצבעוני,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
נחל סרפד,מצפה רמון,שאר העיר,באר שבע והסביבה,שאר העיר
עין שביב,מצפה רמון,שאר העיר,באר שבע והסביבה,שאר העיר
עין עבדת,מצפה רמון,שאר העיר,באר שבע והסביבה,שאר העיר
השיטה,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
נחל איילות,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
עין עופרים,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
דרך רמון,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
שדרות הר הגמל,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
עין עקב,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
הר ארדון,מצפה רמון,אזור תעשיה ב',ישובי הנגב,אזור תעשיה ב'
נחל חולית,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
עין שחק,מצפה רמון,שאר העיר,,
נחל סירה,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
נחל מישר,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
נחל ניצנה,מצפה רמון,שאר העיר,ישובי הנגב,שאר העיר
עליית הנוער,מעלות תרשיחא,שאר העיר,,
תדהר,מעלות תרשיחא,שאר העיר,,
"קק""ל",מעלות תרשיחא,שאר העיר,עכו - נהריה והסביבה,שאר העיר
שדרות ירושלים,מעלות תרשיחא,שאר העיר,כרמיאל והסביבה,שאר העיר
שאול המלך,מעלות תרשיחא,שאר העיר,,
קורנית,מעלות תרשיחא,שאר העיר,עכו - נהריה והסביבה,שאר העיר
החשמונאים,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
מרווה,מעלות תרשיחא,שאר העיר,,
אשכולות,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
אלומות,מעלות תרשיחא,שאר העיר,,
החרוב,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
"זלמן שז""ר",מעלות תרשיחא,שאר העיר,,
הרב קוק,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
שניר,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
"לח""י",מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
ז'בוטינסקי,מעלות תרשיחא,שאר העיר,,
נורית,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
קטיף,מעלות תרשיחא,שאר העיר,,
הדרים,מעלות תרשיחא,שאר העיר,,
אסתר המלכה,מעלות תרשיחא,שאר העיר,,
הדפנה,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
השומר,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
דוד המלך,מעלות תרשיחא,שאר העיר,כרמיאל והסביבה,שאר העיר
אשחר,מעלות תרשיחא,שאר העיר,עכו - נהריה והסביבה,שאר העיר
כזיב,מעלות תרשיחא,שאר העיר,,
הזית,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
הארזים,מעלות תרשיחא,שאר העיר,,
הגליל,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
מקור החסידה,מעלות תרשיחא,שאר העיר,,
שדרות הנשיא הרצוג,מעלות תרשיחא,שאר העיר,עכו - נהריה והסביבה,שאר העיר
הרב משאש,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
מירון,מעלות תרשיחא,שאר העיר,,
יקינטון,מעלות תרשיחא,שאר העיר,,
הרצל,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
קרן היסוד,מעלות תרשיחא,שאר העיר,,
ברקן,מעלות תרשיחא,שאר העיר,,
נרקיס,מעלות תרשיחא,שאר העיר,,
סיגליות,מעלות תרשיחא,שאר העיר,עכו - נהריה והסביבה,שאר העיר
הסחלב,מעלות תרשיחא,שאר העיר,,
החרצית,מעלות תרשיחא,שאר העיר,עכו - נהריה והסביבה,שאר העיר
הצבעוני,מעלות תרשיחא,שאר העיר,כרמיאל והסביבה,שאר העיר
ההגנה,מעלות תרשיחא,שאר העיר,,
קהילת יהדות צרפת,מעלות תרשיחא,שאר העיר,עכו - נהריה והסביבה,שאר העיר
כרכום,מעלות תרשיחא,שאר העיר,עכו - נהריה והסביבה,שאר העיר
אודם,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
"אצ""ל",מעלות תרשיחא,שאר העיר,,
מצדה,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
וינקה,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
מעלה הנרקיסים,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
מעלה הבנים,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
מעלה חסון,מעלות תרשיחא,שאר העיר,גליל עליון,שאר העיר
הקנה,מעלה אדומים,צמח השדה,,
מדליקי משואות,מעלה אדומים,מגדים,,
העוגב,מעלה אדומים,כלי שיר,,
הר מיכוור,מעלה אדומים,מגדים,מעלה אדומים והסביבה,מגדים
הכרכום,מעלה אדומים,צמח השדה,,
חוט השני,מעלה אדומים,מגדים,מעלה אדומים והסביבה,מגדים
הבדולח,מעלה אדומים,נופי סלע,,
עת הזמיר,מעלה אדומים,מגדים,,
דרך הר הבית,מעלה אדומים,מגדים,מעלה אדומים והסביבה,מגדים
הניקרה,מעלה אדומים,נופי סלע,מעלה אדומים והסביבה,נופי סלע
השמינית,מעלה אדומים,כלי שיר,מעלה אדומים והסביבה,כלי שיר
הגיתית,מעלה אדומים,כלי שיר,מעלה אדומים והסביבה,כלי שיר
הרכס,מעלה אדומים,נופי סלע,מעלה אדומים והסביבה,נופי סלע
מצפה נבו,מעלה אדומים,מצפה נבו,,
הנחלים,מעלה אדומים,הנחלים,,
סמטת נחל דרגות,מעלה אדומים,הנחלים,,
הגומא,מעלה אדומים,צמח השדה,,
הגעש,מעלה אדומים,נופי סלע,,
דרך קדם,מעלה אדומים,שאר העיר,,
הדקל,מעלה אדומים,צמח השדה,,
הר סרטבה,מעלה אדומים,מגדים,,
הבזלת,מעלה אדומים,נופי סלע,,
הנבל,מעלה אדומים,כלי שיר,מעלה אדומים והסביבה,כלי שיר
השיטה,מעלה אדומים,צמח השדה,מעלה אדומים והסביבה,צמח השדה
האלמוג,מעלה אדומים,נופי סלע,,
המצדים,מעלה אדומים,המצדים,מעלה אדומים והסביבה,המצדים
נביעות,מעלה אדומים,אזור תעשייה מישור אדומים,מעלה אדומים והסביבה,אזור תעשייה מישור אדומים
הצילצל,מעלה אדומים,כלי שיר,,
האורן,מעלה אדומים,צמח השדה,,
הגביש,מעלה אדומים,נופי סלע,,
הגילגל,מעלה אדומים,מצפה נבו,,
הכינור,מעלה אדומים,כלי שיר,,
חלוקי נחל,מעלה אדומים,נופי סלע,מעלה אדומים והסביבה,נופי סלע
העשור,מעלה אדומים,כלי שיר,,
הציפחה,מעלה אדומים,נופי סלע,מעלה אדומים והסביבה,נופי סלע
נופי הסלע,מעלה אדומים,נופי סלע,,
מבוא הקתרוס,מעלה אדומים,כלי שיר,מעלה אדומים והסביבה,כלי שיר
ככר יהלום,מעלה אדומים,שאר העיר,,
המצוק,מעלה אדומים,שאר העיר,מעלה אדומים והסביבה,שאר העיר
הקרן,מעלה אדומים,כלי שיר,,
קול התור,מעלה אדומים,מגדים,,
הר גדור,מעלה אדומים,מגדים,,
האבן,מעלה אדומים,נופי סלע,,
הצור,מעלה אדומים,נופי סלע,,
סמטת אודם,מעלה אדומים,אבני החושן,,
המרווה,מעלה אדומים,צמח השדה,,
אבני החושן,מעלה אדומים,אבני החושן,מעלה אדומים והסביבה,אבני החושן
גבעת המייסדים,מעלה אדומים,אזור תעשייה מישור אדומים,מעלה אדומים והסביבה,אזור תעשייה מישור אדומים
העירית,מעלה אדומים,צמח השדה,מעלה אדומים והסביבה,צמח השדה
הערבה,מעלה אדומים,צמח השדה,,
הפרג,מעלה אדומים,צמח השדה,,
השיקמה,מעלה אדומים,צמח השדה,מעלה אדומים והסביבה,צמח השדה
השיזף,מעלה אדומים,צמח השדה,מעלה אדומים והסביבה,צמח השדה
חגווי הסלע,מעלה אדומים,מגדים,,
החרסית,מעלה אדומים,נופי סלע,מעלה אדומים והסביבה,נופי סלע
הגיר,מעלה אדומים,נופי סלע,,
השחם,מעלה אדומים,נופי סלע,,
הנחושת,מעלה אדומים,נופי סלע,,
השיש,מעלה אדומים,נופי סלע,,
מבוא הגבים,מעלה אדומים,הנחלים,מעלה אדומים והסביבה,הנחלים
פרי מגדים,מעלה אדומים,מגדים,,
הקירטון,מעלה אדומים,שאר העיר,מעלה אדומים והסביבה,שאר העיר
דרך צמח השדה,מעלה אדומים,צמח השדה,מעלה אדומים והסביבה,צמח השדה
הרותם,מעלה אדומים,צמח השדה,,
התלתן,מעלה אדומים,צמח השדה,מעלה אדומים והסביבה,צמח השדה
הצורן,מעלה אדומים,נופי סלע,מעלה אדומים והסביבה,נופי סלע
ארד,מעלה אדומים,נופי סלע,מעלה אדומים והסביבה,נופי סלע
משעול הסנונית,מנחמיה,בנה ביתך,,
הבנים,מנחמיה,שאר העיר,הכנרת והסביבה,שאר העיר
הכנרית,מנחמיה,בנה ביתך,,
הירדן,מנחמיה,שאר העיר,הכנרת והסביבה,שאר העיר
חקלאי,מנחמיה,שאר העיר,,
הרימון,מנחמיה,הזיתים,הכנרת והסביבה,הזיתים
עמק הירדן,מנחמיה,שאר העיר,,
הדרים,מנחמיה,שאר העיר,הכנרת והסביבה,שאר העיר
המייסדים,מנחמיה,שאר העיר,הכנרת והסביבה,שאר העיר
שדרות מנחם בגין,מזכרת בתיה,נאות הראשונים,,
דולב,מזכרת בתיה,נאות יצחק רבין,נס ציונה - רחובות,נאות יצחק רבין
הרימון,מזכרת בתיה,שאר העיר,נס ציונה - רחובות,שאר העיר
יוסף רודבסקי,מזכרת בתיה,שאר העיר,נס ציונה - רחובות,שאר העיר
"תרמ""ג",מזכרת בתיה,שאר העיר,נס ציונה - רחובות,שאר העיר
חיים משה פרס,מזכרת בתיה,נאות הראשונים,נס ציונה - רחובות,נאות הראשונים
אלה,מזכרת בתיה,נאות יצחק רבין,נס ציונה - רחובות,נאות יצחק רבין
נופר,מזכרת בתיה,שאר העיר,,
תלמה ילין,מזכרת בתיה,בר לב,נס ציונה - רחובות,בר לב
אשכול,מזכרת בתיה,שאר העיר,נס ציונה - רחובות,שאר העיר
חיה אשבל,מזכרת בתיה,בר לב,שפלה,בר לב
סיגלית,מזכרת בתיה,שאר העיר,נס ציונה - רחובות,שאר העיר
שדרות רפאל סויסה,מזכרת בתיה,בר לב,,
רינה אלול,מזכרת בתיה,בר לב,,
קאלגרי,מזכרת בתיה,נאות הראשונים,נס ציונה - רחובות,נאות הראשונים
